x,y,u,v
1.14,0.295,1.08972353,0.02120515149
1.14,0.3,1.094590311,0.02401421489
1.14,0.305,1.09497208,0.02446766578
1.14,0.31,1.089898035,0.02299160186
1.14,0.315,1.078539363,0.02008984305
1.14,0.32,1.060165187,0.01634296646
1.14,0.325,1.034195821,0.01228495312
1.14,0.33,1.000260738,0.008506493791
1.14,0.335,0.9581441449,0.005317750228
1.14,0.34,0.9083487567,0.003020877198
1.14,0.345,0.8513344773,0.001812065992
1.14,0.35,0.7888725101,0.001412485937
1.14,0.355,0.7220002899,0.001724550121
1.14,0.36,0.6529043719,0.002393570287
1.14,0.365,0.5829377269,0.003228797627
1.14,0.37,0.5133564506,0.003942596161
1.14,0.375,0.444984896,0.004409128933
1.14,0.38,0.3780627757,0.004536390216
1.14,0.385,0.3125514981,0.004292005931
1.14,0.39,0.2481348498,0.003687499381
1.14,0.395,0.1844308306,0.002769585295
1.14,0.4,0.1212920512,0.001644564518
1.14,0.405,0.05919294523,0.0005541869796
1.14,0.41,-5.108921737e-16,-1.411959275e-20
1.145,0,0,0
1.145,0.005,0.04923640231,0.0008278072736
1.145,0.01,0.09458877559,0.002774329432
1.145,0.015,0.1415203507,0.005128611021
1.145,0.02,0.19218485,0.007447723496
1.145,0.025,0.2467435651,0.009553308628
1.145,0.03,0.3045262195,0.0114663661
1.145,0.035,0.3646319534,0.013284174
1.145,0.04,0.4263418852,0.01523255001
1.145,0.045,0.4893035545,0.017465037
1.145,0.05,0.5532942351,0.02019497695
1.145,0.055,0.6185273717,0.02367908341
1.145,0.06,0.6851857684,0.0280790854
1.145,0.065,0.7537525901,0.03359512128
1.145,0.07,0.8245206707,0.04033924309
1.145,0.075,0.8979109448,0.0484293081
1.145,0.08,0.9740362377,0.05791927391
1.145,0.085,1.052841627,0.06876840894
1.145,0.09,1.133957083,0.08085779874
1.145,0.095,1.216588405,0.09393759932
1.145,0.1,1.299330419,0.1075240682
1.145,0.105,1.380223424,0.1209230928
1.145,0.11,1.456578212,0.1331126194
1.145,0.115,1.525043418,0.1427582381
1.145,0.12,1.582273737,0.1484053897
1.145,0.125,1.625038285,0.1485502707
1.145,0.13,1.651320736,0.1420892399
1.145,0.135,1.660561646,0.1284352962
1.145,0.14,1.654129443,0.1078931432
1.145,0.145,1.634948768,0.08146721462
1.145,0.15,1.606991347,0.05101821269
1.145,0.155,1.573897866,0.01832149653
1.145,0.16,1.538727905,-0.01467060585
1.145,0.165,1.50333655,-0.04653981209
1.145,0.17,1.468550687,-0.07625431384
1.145,0.175,1.434675904,-0.1030148315
1.145,0.18,1.401392308,-0.1265545103
1.145,0.185,1.368507998,-0.1465159088
1.145,0.19,1.335686885,-0.1629574337
1.145,0.195,1.302887193,-0.1757264556
1.145,0.2,1.2700519,-0.1849909092
1.145,0.205,1.237391048,-0.1907582584
1.145,0.21,1.20513178,-0.1932583522
1.145,0.215,1.173647353,-0.1925411611
1.145,0.22,1.143390274,-0.1888351778
1.145,0.225,1.114855623,-0.1823230335
1.145,0.23,1.08862661,-0.1731969867
1.145,0.235,1.065299301,-0.161685814
1.145,0.24,1.045533481,-0.1481155819
1.145,0.245,1.029909479,-0.1327493689
1.145,0.25,1.018875302,-0.1160252285
1.145,0.255,1.012778184,-0.09839211064
1.145,0.26,1.011676903,-0.08045906816
1.145,0.265,1.015319755,-0.06285905445
1.145,0.27,1.023198011,-0.04616075628
1.145,0.275,1.034300775,-0.03102420231
1.145,0.28,1.047510114,-0.01789596324
1.145,0.285,1.061447762,-0.007163277705
1.145,0.29,1.074591414,0.0009495071861
1.145,0.295,1.085520674,0.006452907259
1.145,0.3,1.092842156,0.009480195242
1.145,0.305,1.095308206,0.01031164364
1.145,0.31,1.091852371,0.009387384982
1.145,0.315,1.081562471,0.007208154826
1.145,0.32,1.063698449,0.004316267872
1.145,0.325,1.037682817,0.001257925825
1.145,0.33,1.003243745,-0.001439295837
1.145,0.335,0.9603346958,-0.003495827013
1.145,0.34,0.9095402281,-0.004675431772
1.145,0.345,0.8516503351,-0.004863361109
1.145,0.35,0.7883991033,-0.004313317893
1.145,0.355,0.7210470517,-0.003123729511
1.145,0.36,0.6517626,-0.001736869869
1.145,0.365,0.5818264168,-0.0002787302022
1.145,0.37,0.5124899924,0.00101232018
1.145,0.375,0.444426182,0.001975517261
1.145,0.38,0.3778903751,0.002583943063
1.145,0.385,0.3127678671,0.002791826543
1.145,0.39,0.2487036242,0.002607514908
1.145,0.395,0.1852915788,0.002076319706
1.145,0.4,0.1223021765,0.001289212446
1.145,0.405,0.0600376408,0.0004504351448
1.145,0.41,-5.687327502e-16,-1.31081866e-20
1.15,0,0,0
1.15,0.005,0.04773038866,0.0008176030164
1.15,0.01,0.09239437673,0.002691648382
1.15,0.015,0.1392257265,0.004896683206
1.15,0.02,0.1900746745,0.007005683492
1.15,0.025,0.244864411,0.008872624748
1.15,0.03,0.3027942274,0.01052270859
1.15,0.035,0.3629036269,0.01208081568
1.15,0.04,0.424445093,0.01375486613
1.15,0.045,0.4869503339,0.01572602424
1.15,0.05,0.550361075,0.01821252051
1.15,0.055,0.614714899,0.02146201995
1.15,0.06,0.6803546581,0.02562437236
1.15,0.065,0.7476992161,0.03093979053
1.15,0.07,0.8171896345,0.03755111607
1.15,0.075,0.8891347441,0.04556448514
1.15,0.08,0.9638206786,0.05504052281
1.15,0.085,1.041250439,0.06599946431
1.15,0.09,1.12114082,0.07835677477
1.15,0.095,1.202837378,0.09191146603
1.15,0.1,1.285200183,0.1062779696
1.15,0.105,1.366530175,0.12088258
1.15,0.11,1.444339427,0.1347959663
1.15,0.115,1.515747689,0.1468763615
1.15,0.12,1.577330463,0.1556515543
1.15,0.125,1.625925455,0.159677132
1.15,0.13,1.659066414,0.1576321339
1.15,0.135,1.675473649,0.148652655
1.15,0.14,1.675709397,0.1326260798
1.15,0.145,1.661935453,0.1102202741
1.15,0.15,1.637632936,0.08293610618
1.15,0.155,1.606214096,0.05241649071
1.15,0.16,1.571079431,0.02072311938
1.15,0.165,1.534227906,-0.01080754179
1.15,0.17,1.497214045,-0.04067620848
1.15,0.175,1.460355272,-0.06825863649
1.15,0.18,1.423854975,-0.09287952085
1.15,0.185,1.387515377,-0.1143008679
1.15,0.19,1.351210758,-0.132405597
1.15,0.195,1.314917181,-0.1470901116
1.15,0.2,1.278676557,-0.1584664524
1.15,0.205,1.24268231,-0.1665395411
1.15,0.21,1.207272131,-0.1714690049
1.15,0.215,1.172768627,-0.1734142573
1.15,0.22,1.139667736,-0.1724651159
1.15,0.225,1.108471517,-0.1688601396
1.15,0.23,1.079774067,-0.162725889
1.15,0.235,1.054214861,-0.1542379781
1.15,0.24,1.032452413,-0.1436358468
1.15,0.245,1.015159204,-0.131171009
1.15,0.25,1.002904139,-0.1171515506
1.15,0.255,0.996041993,-0.1020569461
1.15,0.26,0.9947974516,-0.08630667463
1.15,0.265,0.9989209896,-0.07056889871
1.15,0.27,1.007828575,-0.05545675218
1.15,0.275,1.02063745,-0.04152042241
1.15,0.28,1.035936938,-0.02934584915
1.15,0.285,1.052258481,-0.01929283679
1.15,0.29,1.067946686,-0.01158264476
1.15,0.295,1.081321038,-0.006282794994
1.15,0.3,1.090882233,-0.003239357361
1.15,0.305,1.0952421,-0.002175011865
1.15,0.31,1.09321796,-0.002695125728
1.15,0.315,1.083831606,-0.004282440274
1.15,0.32,1.066328625,-0.006417537415
1.15,0.325,1.040176175,-0.008609230773
1.15,0.33,1.005103617,-0.01032031155
1.15,0.335,0.9614407128,-0.01139351079
1.15,0.34,0.9096746604,-0.011556498
1.15,0.345,0.8509984977,-0.0107733382
1.15,0.35,0.7870627733,-0.009402874253
1.15,0.355,0.7194068966,-0.007540441148
1.15,0.36,0.6499763197,-0.005515139556
1.15,0.365,0.58014984,-0.003459389299
1.15,0.37,0.51107991,-0.001694735623
1.15,0.375,0.4433993695,-0.0002722300938
1.15,0.38,0.3772729801,0.0007641035731
1.15,0.385,0.3125494059,0.001379816795
1.15,0.39,0.2488787875,0.001585191628
1.15,0.395,0.1857982359,0.001418373318
1.15,0.4,0.1230177577,0.0009482957045
1.15,0.405,0.06069458973,0.0003498118615
1.15,0.41,-2.835111616e-16,-5.989417957e-21
1.155,0,0,0
1.155,0.005,0.04626497537,0.0008002563153
1.155,0.01,0.09032170941,0.002585270664
1.155,0.015,0.1371238857,0.004620902393
1.155,0.02,0.1882015782,0.006504077285
1.155,0.025,0.243259342,0.008108765288
1.155,0.03,0.3013417027,0.009484780667
1.155,0.035,0.3614678239,0.01077701069
1.155,0.04,0.4227898463,0.01216657191
1.155,0.045,0.4849082359,0.01384773118
1.155,0.05,0.5476640418,0.01604591424
1.155,0.055,0.6111867142,0.01902157573
1.155,0.06,0.6757611212,0.02292927013
1.155,0.065,0.7418810784,0.02799286441
1.155,0.07,0.8099647652,0.03441687604
1.155,0.075,0.8804361221,0.04226939298
1.155,0.08,0.9535949254,0.05168422079
1.155,0.085,1.029523549,0.06267651765
1.155,0.09,1.108017485,0.07518624947
1.155,0.095,1.188561625,0.08908002283
1.155,0.1,1.270213115,0.1040846983
1.155,0.105,1.351450263,0.1196574032
1.155,0.11,1.430201683,0.1350608625
1.155,0.115,1.503781809,0.1492670448
1.155,0.12,1.568995027,0.160921606
1.155,0.125,1.622705034,0.168587423
1.155,0.13,1.662188382,0.1708812606
1.155,0.135,1.685578738,0.1666734574
1.155,0.14,1.692729321,0.155510482
1.155,0.145,1.685001247,0.1376982931
1.155,0.15,1.665143688,0.1142553566
1.155,0.155,1.636475232,0.08681637249
1.155,0.16,1.60220518,0.05710126826
1.155,0.165,1.564816448,0.02679242262
1.155,0.17,1.526084592,-0.002716733862
1.155,0.175,1.486784003,-0.03050372037
1.155,0.18,1.447412872,-0.05577857328
1.155,0.185,1.407910722,-0.07829821373
1.155,0.19,1.368392171,-0.09771564851
1.155,0.195,1.328807754,-0.1140646221
1.155,0.2,1.289398037,-0.1272670236
1.155,0.205,1.250303387,-0.137471655
1.155,0.21,1.211890691,-0.1446831308
1.155,0.215,1.174556018,-0.1491500018
1.155,0.22,1.138754927,-0.1509182936
1.155,0.225,1.105040655,-0.150160812
1.155,0.23,1.073964551,-0.1470434121
1.155,0.235,1.046202935,-0.1416631085
1.155,0.24,1.022435272,-0.134172623
1.155,0.245,1.003363122,-0.124792919
1.155,0.25,0.9896619047,-0.1137556153
1.155,0.255,0.9818363999,-0.1013811286
1.155,0.26,0.9800947361,-0.0881600114
1.155,0.265,0.9843613665,-0.07459748878
1.155,0.27,0.9940500149,-0.06131315943
1.155,0.275,1.008117682,-0.04893102342
1.155,0.28,1.025276179,-0.03792373706
1.155,0.285,1.043726962,-0.02878699731
1.155,0.29,1.061691754,-0.0217346466
1.155,0.295,1.077344331,-0.01681965057
1.155,0.3,1.088928274,-0.0139485458
1.155,0.305,1.094964429,-0.01282897211
1.155,0.31,1.094157693,-0.01306751519
1.155,0.315,1.085493691,-0.01420462962
1.155,0.32,1.068191578,-0.01571621226
1.155,0.325,1.041798106,-0.01714537943
1.155,0.33,1.006125292,-0.01804907065
1.155,0.335,0.9615751082,-0.01822214312
1.155,0.34,0.9089016734,-0.01748752346
1.155,0.345,0.849600805,-0.0160377272
1.155,0.35,0.7849491981,-0.01391878008
1.155,0.355,0.7170699442,-0.01139965671
1.155,0.36,0.6476333127,-0.008846801063
1.155,0.365,0.5780520676,-0.006354736869
1.155,0.37,0.5092793487,-0.004151904641
1.155,0.375,0.4419639824,-0.002325472824
1.155,0.38,0.376250688,-0.000912166814
1.155,0.385,0.311960895,7.458446435e-05
1.155,0.39,0.2486929472,0.0006347064701
1.155,0.395,0.1859731836,0.0008000135151
1.155,0.4,0.1234559894,0.000626401321
1.155,0.405,0.06117196447,0.0002536121185
1.155,0.41,-7.084011159e-16,-1.231936944e-20
1.16,0,0,0
1.16,0.005,0.04485355992,0.0007755441359
1.16,0.01,0.08838976091,0.002454712205
1.16,0.015,0.1352328306,0.004303316122
1.16,0.02,0.186582859,0.005945271334
1.16,0.025,0.2419253663,0.007277833224
1.16,0.03,0.30018246,0.008369770524
1.16,0.035,0.3603003928,0.009365736162
1.16,0.04,0.4214383074,0.01043251126
1.16,0.045,0.4831517793,0.01184211079
1.16,0.05,0.5452647246,0.01372507082
1.16,0.055,0.6079251379,0.0163796004
1.16,0.06,0.6714462377,0.01999742146
1.16,0.065,0.7362798951,0.02477641539
1.16,0.07,0.8029890199,0.03095419956
1.16,0.075,0.871919227,0.03858842546
1.16,0.08,0.9434532881,0.04785314305
1.16,0.085,1.017753214,0.05877119212
1.16,0.09,1.094689681,0.07134518007
1.16,0.095,1.173869569,0.08545054047
1.16,0.1,1.254483631,0.1008841123
1.16,0.105,1.335273125,0.1172355501
1.16,0.11,1.414391443,0.1338696418
1.16,0.115,1.489444204,0.1498805301
1.16,0.12,1.557559057,0.1640963849
1.16,0.125,1.615646437,0.1751226294
1.16,0.13,1.660766937,0.1815071522
1.16,0.135,1.690779949,0.182025384
1.16,0.14,1.70481635,0.1758930186
1.16,0.145,1.703498757,0.1630386195
1.16,0.15,1.688811341,0.1440726951
1.16,0.155,1.66379252,0.1204082913
1.16,0.16,1.631323094,0.09346903899
1.16,0.165,1.594294761,0.06512050319
1.16,0.17,1.554515113,0.03658669025
1.16,0.175,1.513441379,0.009249765771
1.16,0.18,1.471600749,-0.01627982931
1.16,0.185,1.429351613,-0.03942287488
1.16,0.19,1.386907775,-0.05988324472
1.16,0.195,1.344371308,-0.07757367934
1.16,0.2,1.301976303,-0.09241641324
1.16,0.205,1.260022219,-0.1045047188
1.16,0.21,1.218847584,-0.113887694
1.16,0.215,1.178892984,-0.1206786747
1.16,0.22,1.140597954,-0.125063385
1.16,0.225,1.10451171,-0.1270732509
1.16,0.23,1.07120825,-0.1269110552
1.16,0.235,1.041304113,-0.124629411
1.16,0.24,1.01555936,-0.1203172511
1.16,0.245,0.9946822339,-0.1141036187
1.16,0.25,0.9794105815,-0.1061696734
1.16,0.255,0.9703597757,-0.09675976204
1.16,0.26,0.9678937209,-0.08622030897
1.16,0.265,0.9719330574,-0.07509482007
1.16,0.27,0.9820414935,-0.06389531399
1.16,0.275,0.997149368,-0.05323881577
1.16,0.28,1.015732543,-0.04368080692
1.16,0.285,1.036058502,-0.03563558958
1.16,0.29,1.05602904,-0.02941716212
1.16,0.295,1.073668876,-0.02508434578
1.16,0.3,1.087085797,-0.02252936224
1.16,0.305,1.094594728,-0.02152591369
1.16,0.31,1.094831073,-0.02165715216
1.16,0.315,1.086704973,-0.02247045152
1.16,0.32,1.069450366,-0.02350509999
1.16,0.325,1.042663817,-0.02430245215
1.16,0.33,1.006334462,-0.02454447507
1.16,0.335,0.9609662454,-0.02399904584
1.16,0.34,0.9073391723,-0.02252332419
1.16,0.345,0.8474407113,-0.02045439442
1.16,0.35,0.7823289419,-0.01775264185
1.16,0.355,0.714300415,-0.01475517837
1.16,0.36,0.6448735398,-0.01173667698
1.16,0.365,0.5754810028,-0.008884344324
1.16,0.37,0.507077253,-0.00634645156
1.16,0.375,0.4401648285,-0.004170042912
1.16,0.38,0.3748865662,-0.002421522258
1.16,0.385,0.3110239715,-0.001115047211
1.16,0.39,0.2481776807,-0.000236503591
1.16,0.395,0.1858456748,0.0002312341583
1.16,0.4,0.1236373736,0.0003274765552
1.16,0.405,0.06148032326,0.0001632760507
1.16,0.41,-6.199636192e-16,-9.347782258e-21
1.165,0,0,0
1.165,0.005,0.0435094583,0.0007433380961
1.165,0.01,0.08661669865,0.0023012665
1.165,0.015,0.1335704501,0.003945045452
1.165,0.02,0.1852341479,0.005327087114
1.165,0.025,0.2408799802,0.006372579598
1.165,0.03,0.2993125688,0.007174487462
1.165,0.035,0.3594390647,0.007860826302
1.165,0.04,0.420411631,0.008620426349
1.165,0.045,0.4817181843,0.009688291409
1.165,0.05,0.5431902342,0.01124811042
1.165,0.055,0.604995651,0.01355960797
1.165,0.06,0.6674473726,0.01684767461
1.165,0.065,0.7309782693,0.02127820571
1.165,0.07,0.7962331855,0.02715336246
1.165,0.075,0.8635570547,0.03452123839
1.165,0.08,0.9334543088,0.04353681948
1.165,0.085,1.00604264,0.05431208791
1.165,0.09,1.081310031,0.06681664063
1.165,0.095,1.158947469,0.08101582006
1.165,0.1,1.238277114,0.09672347003
1.165,0.105,1.318260042,0.1136432316
1.165,0.11,1.397260982,0.1312384042
1.165,0.115,1.473200718,0.1487557456
1.165,0.12,1.543426331,0.1651515517
1.165,0.125,1.605016739,0.1791314969
1.165,0.13,1.655017916,0.1892711361
1.165,0.135,1.691116971,0.1943151141
1.165,0.14,1.711775792,0.1931769974
1.165,0.145,1.717030579,0.1854918471
1.165,0.15,1.708111509,0.1714916214
1.165,0.155,1.687446654,0.1521391553
1.165,0.16,1.657792788,0.1287899344
1.165,0.165,1.621932811,0.1030160445
1.165,0.17,1.582003589,0.0762662934
1.165,0.175,1.539752886,0.04986340318
1.165,0.18,1.495985867,0.02459445238
1.165,0.185,1.451481454,0.00125495504
1.165,0.19,1.406438344,-0.01992166093
1.165,0.195,1.36127176,-0.03865263079
1.165,0.2,1.316213479,-0.05490376122
1.165,0.205,1.271666215,-0.06864555724
1.165,0.21,1.227983368,-0.0799939617
1.165,0.215,1.185625187,-0.08900186046
1.165,0.22,1.145073459,-0.09579671811
1.165,0.225,1.106807778,-0.1005023035
1.165,0.23,1.071426276,-0.1031540435
1.165,0.235,1.03954345,-0.1039002475
1.165,0.24,1.011864339,-0.1027132302
1.165,0.245,0.9891745096,-0.09968534221
1.165,0.25,0.9722462229,-0.09490947708
1.165,0.255,0.9617971881,-0.08854727772
1.165,0.26,0.9583171873,-0.08087345756
1.165,0.265,0.961895608,-0.07229744156
1.165,0.27,0.9720394134,-0.0633859032
1.165,0.275,0.9878315498,-0.05465317702
1.165,0.28,1.007627391,-0.04667999614
1.165,0.285,1.029449445,-0.03993676224
1.165,0.29,1.051171094,-0.03469287099
1.165,0.295,1.07052604,-0.03108543092
1.165,0.3,1.085497464,-0.02900699185
1.165,0.305,1.094263726,-0.02823116559
1.165,0.31,1.095327039,-0.02840241927
1.165,0.315,1.087564856,-0.02905240854
1.165,0.32,1.070231508,-0.02975074971
1.165,0.325,1.042966661,-0.03009912933
1.165,0.33,1.005891246,-0.02978830975
1.165,0.335,0.9596991162,-0.02867989073
1.165,0.34,0.905353515,-0.02669165479
1.165,0.345,0.8447121554,-0.02409400294
1.165,0.35,0.7792576693,-0.02091593576
1.165,0.355,0.7110813937,-0.01758249252
1.165,0.36,0.6417712,-0.01423509498
1.165,0.365,0.5725891822,-0.0110698793
1.165,0.37,0.5045595258,-0.008235587548
1.165,0.375,0.4380628001,-0.005791399868
1.165,0.38,0.3732091619,-0.003765630654
1.165,0.385,0.3097879773,-0.002174970447
1.165,0.39,0.2473705054,-0.001020967503
1.165,0.395,0.1854434916,-0.000286782204
1.165,0.4,0.1235836959,5.324061579e-05
1.165,0.405,0.06163216792,7.966218709e-05
1.165,0.41,-1.480388631e-15,-1.597464417e-20
1.17,0,0,0
1.17,0.005,0.04224581217,0.0007039055569
1.17,0.01,0.0850186832,0.002125191873
1.17,0.015,0.1321524792,0.003548633744
1.17,0.02,0.1841647142,0.004660505034
1.17,0.025,0.2401260225,0.005413265972
1.17,0.03,0.2987632839,0.005896744895
1.17,0.035,0.358901829,0.0062684449
1.17,0.04,0.4197045124,0.006707969462
1.17,0.045,0.4806049812,0.007438607072
1.17,0.05,0.541479502,0.008635885902
1.17,0.055,0.6024077949,0.01055070771
1.17,0.06,0.6637884845,0.01346620181
1.17,0.065,0.7260596064,0.01754025778
1.17,0.07,0.789880827,0.02301391203
1.17,0.075,0.8555751381,0.03004633723
1.17,0.08,0.9236977309,0.0387638265
1.17,0.085,0.9945008952,0.04929234662
1.17,0.09,1.067990826,0.0616282992
1.17,0.095,1.143925648,0.07577712983
1.17,0.1,1.221787926,0.09160973365
1.17,0.105,1.300628446,0.1088799249
1.17,0.11,1.379101493,0.1271939586
1.17,0.115,1.455298809,0.1458601024
1.17,0.12,1.526907523,0.1640339342
1.17,0.125,1.591219882,0.1805519188
1.17,0.13,1.645295151,0.1940494756
1.17,0.135,1.686753218,0.2032537235
1.17,0.14,1.713618681,0.2069287142
1.17,0.145,1.725348213,0.204419315
1.17,0.15,1.722494816,0.1956128819
1.17,0.155,1.706842366,0.1810491
1.17,0.16,1.680821843,0.1618831771
1.17,0.165,1.647002467,0.1393404924
1.17,0.17,1.607861684,0.115078874
1.17,0.175,1.565129939,0.09017016023
1.17,0.18,1.520183328,0.06580653877
1.17,0.185,1.473858157,0.04264161007
1.17,0.19,1.426720744,0.02115640325
1.17,0.195,1.379275832,0.001689535962
1.17,0.2,1.331886146,-0.01569184224
1.17,0.205,1.285023364,-0.03091928691
1.17,0.21,1.239105035,-0.04398178183
1.17,0.215,1.19460079,-0.05501761581
1.17,0.22,1.152004489,-0.06407980823
1.17,0.225,1.111807842,-0.07126325652
1.17,0.23,1.074527472,-0.07663786458
1.17,0.235,1.040799898,-0.08023341861
1.17,0.24,1.0112873,-0.08209436884
1.17,0.245,0.9867957893,-0.08216973259
1.17,0.25,0.9681840635,-0.08051558631
1.17,0.255,0.9562244145,-0.07722179185
1.17,0.26,0.9515202899,-0.07246439249
1.17,0.265,0.9543039707,-0.06657842102
1.17,0.27,0.9642449179,-0.06002558152
1.17,0.275,0.9802945776,-0.05338374783
1.17,0.28,1.000966351,-0.04713455573
1.17,0.285,1.02407135,-0.04179418186
1.17,0.29,1.047237003,-0.03769395839
1.17,0.295,1.068116864,-0.03492721363
1.17,0.3,1.084379834,-0.03345436785
1.17,0.305,1.094139793,-0.03304681151
1.17,0.31,1.095819044,-0.03335944667
1.17,0.315,1.088238929,-0.03398362788
1.17,0.32,1.070664739,-0.03449000392
1.17,0.325,1.042831399,-0.03453043386
1.17,0.33,1.004996344,-0.0338451115
1.17,0.335,0.9578455279,-0.03228612998
1.17,0.34,0.9029150068,-0.02997807763
1.17,0.345,0.8415622046,-0.02693962664
1.17,0.35,0.7758397635,-0.02347770352
1.17,0.355,0.7075364301,-0.01987040039
1.17,0.36,0.6383581995,-0.01630268945
1.17,0.365,0.5694793055,-0.01289860164
1.17,0.37,0.5017910437,-0.009858163732
1.17,0.375,0.4357076956,-0.007180111203
1.17,0.38,0.3712899233,-0.004932160242
1.17,0.385,0.3082935837,-0.003107894227
1.17,0.39,0.2463068105,-0.0017134354
1.17,0.395,0.1847997048,-0.0007469309759
1.17,0.4,0.1233193972,-0.0001932609498
1.17,0.405,0.06164127786,3.653215508e-06
1.17,0.41,-5.416466596e-16,-4.570097061e-21
1.175,0,0,0
1.175,0.005,0.04107516539,0.0006570682104
1.175,0.01,0.08361215337,0.001927435475
1.175,0.015,0.1309902528,0.003115043773
1.175,0.02,0.1833888764,0.003944801466
1.175,0.025,0.2396917666,0.004391842303
1.175,0.03,0.2985139505,0.00456367477
1.175,0.035,0.3586977696,0.00460999396
1.175,0.04,0.4193206823,0.004706817056
1.175,0.045,0.479878423,0.005077889742
1.175,0.05,0.5401366591,0.005897142358
1.175,0.055,0.6002576132,0.007426622924
1.175,0.06,0.6605662029,0.009886763327
1.175,0.065,0.7214762827,0.01351709394
1.175,0.07,0.7837990211,0.01860943023
1.175,0.075,0.847808664,0.02522816988
1.175,0.08,0.9142606555,0.03352615938
1.175,0.085,0.9832167835,0.04373009761
1.175,0.09,1.05483616,0.05579094968
1.175,0.095,1.128954574,0.06974941514
1.175,0.1,1.205144948,0.08555215606
1.175,0.105,1.282582389,0.102965618
1.175,0.11,1.360138612,0.1217243881
1.175,0.115,1.436126222,0.1412649652
1.175,0.12,1.508438746,0.1608085992
1.175,0.125,1.574692271,0.1794200128
1.175,0.13,1.632070437,0.1957913148
1.175,0.135,1.678042443,0.2086843653
1.175,0.14,1.710573273,0.2168460641
1.175,0.145,1.728442646,0.2193304338
1.175,0.15,1.731720565,0.2157413249
1.175,0.155,1.721509748,0.2062831091
1.175,0.16,1.6998093,0.191696973
1.175,0.165,1.668948867,0.1730922352
1.175,0.17,1.631411954,0.1518308115
1.175,0.175,1.589046138,0.1291214437
1.175,0.18,1.543568897,0.1060994928
1.175,0.185,1.496085552,0.08366418945
1.175,0.19,1.447330859,0.06227511928
1.175,0.195,1.39804141,0.04240048986
1.175,0.2,1.348711696,0.02418801953
1.175,0.205,1.299856321,0.007788924179
1.175,0.21,1.252014848,-0.006840166549
1.175,0.215,1.205640286,-0.01964532616
1.175,0.22,1.161223079,-0.03078619507
1.175,0.225,1.119291134,-0.04025821258
1.175,0.23,1.080343652,-0.0481393862
1.175,0.235,1.044928605,-0.05445044571
1.175,0.24,1.013748593,-0.05914623867
1.175,0.245,0.9875425309,-0.06221281749
1.175,0.25,0.9672025317,-0.06358805824
1.175,0.255,0.9536318804,-0.06329801003
1.175,0.26,0.9475484525,-0.06143638309
1.175,0.265,0.9492956784,-0.05826265585
1.175,0.27,0.9586769904,-0.05417755472
1.175,0.275,0.9747777345,-0.04966018054
1.175,0.28,0.9958951947,-0.04527079143
1.175,0.285,1.019951565,-0.0414395869
1.175,0.29,1.044329617,-0.03854803397
1.175,0.295,1.06639182,-0.03675878118
1.175,0.3,1.083792836,-0.03598819918
1.175,0.305,1.094358401,-0.03607272695
1.175,0.31,1.096455155,-0.0366685726
1.175,0.315,1.088873003,-0.03737954311
1.175,0.32,1.070921668,-0.03782775034
1.175,0.325,1.042422757,-0.03769257797
1.175,0.33,1.003751017,-0.03676605746
1.175,0.335,0.9557932206,-0.03495828654
1.175,0.34,0.9000394562,-0.03234576933
1.175,0.345,0.8381963446,-0.02912202211
1.175,0.35,0.7721026721,-0.02544073576
1.175,0.355,0.7038312213,-0.02164304339
1.175,0.36,0.6347435471,-0.0179214691
1.175,0.365,0.5661775983,-0.01437791392
1.175,0.37,0.4988430171,-0.01118499056
1.175,0.375,0.4331590871,-0.008349755761
1.175,0.38,0.3691412373,-0.005920275742
1.175,0.385,0.3065807045,-0.003902655151
1.175,0.39,0.2450272208,-0.002313146339
1.175,0.395,0.1839454397,-0.001150359722
1.175,0.4,0.1228697911,-0.0004110220075
1.175,0.405,0.06152281979,-6.416563643e-05
1.175,0.41,-5.305289713e-16,-2.514640494e-21
1.18,0,0,0
1.18,0.005,0.04001025682,0.0006030836335
1.18,0.01,0.08241203323,0.001708371141
1.18,0.015,0.1301002501,0.002647991166
1.18,0.02,0.1829096114,0.003182505461
1.18,0.025,0.2395700832,0.00331467176
1.18,0.03,0.2986120059,0.003174038758
1.18,0.035,0.3588098458,0.002885927079
1.18,0.04,0.4192993944,0.002653168585
1.18,0.045,0.4795132541,0.002616731428
1.18,0.05,0.5392213544,0.003056270151
1.18,0.055,0.5984799072,0.004139613482
1.18,0.06,0.6577923954,0.006155632084
1.18,0.065,0.7174348147,0.009260257824
1.18,0.07,0.7782375187,0.01386970708
1.18,0.075,0.8406683013,0.02007202624
1.18,0.08,0.9052413239,0.02787128823
1.18,0.085,0.9722943082,0.03764105363
1.18,0.09,1.041982285,0.0493204248
1.18,0.095,1.114188597,0.0629846508
1.18,0.1,1.188534469,0.07857350262
1.18,0.105,1.264375879,0.0959736065
1.18,0.11,1.340682151,0.1149224719
1.18,0.115,1.416014447,0.1350053577
1.18,0.12,1.488502484,0.1555816497
1.18,0.125,1.555927932,0.1757893259
1.18,0.13,1.615791968,0.1945745352
1.18,0.135,1.665476088,0.2105948329
1.18,0.14,1.70294789,0.2227872135
1.18,0.145,1.726490852,0.2299076694
1.18,0.15,1.735742208,0.2313720979
1.18,0.155,1.731186912,0.2270929726
1.18,0.16,1.714322737,0.217361475
1.18,0.165,1.687180193,0.2031294765
1.18,0.17,1.651963617,0.1853824183
1.18,0.175,1.610927775,0.1654962703
